ADRESSE_ID;ID_REMAX;PRIX;ADRESSE;ODONYMES;NUM_APPARTEMENT;CODE_POSTAL;CODE_REGION;REGION;ARRONDISSEMENT;NUM_CIVIQUE
1532;25841850;225000;100 Route 199;route;;G4T 9B3;G4T;;L'Île-du-Havre-Aubert;100
1531;20632184;998000;1736 Rue Agnès;rue;;J4Y 0M5;J4Y;;Brossard;1736
1523;19269086;179900;67 Rue de la Diligence;rue;;J3N 1N8;J3N;;Saint-Basile-le-Grand;67
1522;24014235;159900;96 Rue Lapointe;rue;11;J6A 8E6;J6A;;Repentigny;96
1527;24938857;324900;440 Rue Notre-Dame;rue;403;J6A 2T4;J6A;;Repentigny;440
1528;24349931;139900;463 Route 343;route;;J0K 1W0;J0K;;Saint-Alphonse-Rodriguez;463
1537;12150486;234900;301 Rue Séraphin-Bouc;rue;;J0N 1H0;J0N;;Sainte-Anne-des-Plaines;301
1525;16544837;429000;3874 Boul. de la Concorde E.;boulevard;;H7E 2E3;H7E;Laval;Duvernay;3874
1560;9347668;449900;2065 Rue Poulenc;rue;;H7S 1Y7;H7S;Laval;Chomedey;2065
1540;11070532;89000;156 Ch. du Lac-aux-Brochets;chemin;;G9X 3N8;G9X;;La Tuque;156
1535;16818716;159500;453 Route du Moulin;route;;G0X 1W0;G0X;;Notre-Dame-de-Montauban;453
1538;14662643;289900;48 Rue St-Josaphat;rue;;J8T 3C9;J8T;;Gatineau;48
1524;18300976;679900;1212 Rue du Curé-Labelle;rue;;G2G 0B4;G2G;Aéroport;Sainte-Foy/Sillery/Cap-Rouge;1212
1533;24369299;445000;3584 Rue du Bois-de-Chêne;rue;;G1W 3B1;G1W;Pointe-de-Sainte-Foy;Sainte-Foy/Sillery/Cap-Rouge;3584
1534;15006260;150000;3130 Av. Des Moulineaux;avenue;103;G1C 7K3;G1C;Vieux-Moulin;Beauport;3130
1559;12617333;269000;3 Rue Adjutor-Rivard;rue;;G6W 6M3;G6W;Lévis;Desjardins;3
1561;21541177;329000;57 Rue des Goélands;rue;;G0A 1L0;G0A;;Cap-Santé;57
1910;15464053;499000;3945-3949 Rue Ste-Catherine E.;rue;;H1W 2G7;H1W;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;3945-3949
1913;18469932;444900;4153 56e Rue;56e rue;;H1Z 1E6;H1Z;Saint-Michel;Villeray/Saint-Michel/Parc-Extension;4153
1914;12653508;799900;7974-7978 21e Avenue;21e avenue;;H1Z 3S8;H1Z;Saint-Michel;Villeray/Saint-Michel/Parc-Extension;7974-7978
1915;23715655;469000;6682-6684 Rue Mazarin;rue;;H4E 2X5;H4E;;Saint-Paul/Émard;6682-6684
1589;17221482;750000;1595 Mtée Binette;montée;;J8B 2L3;J8B;;Sainte-Adèle;1595
1916;24516941;434900;11311-11313 Rue De La Gauchetière;rue;;H1B 2G6;H1B;;Montréal-Est;11311-11313
1917;18975796;989000;193-195 Rue de la Montagne;rue;;H3C 2A6;H3C;;Griffintown;193-195
1918;18616969;739000;6247-6249 Rue des Écores;rue;;H2G 2J6;H2G;La Petite-Patrie;Rosemont/La Petite-Patrie;6247-6249
1919;20271199;499500;8231-8233 25e Avenue;25e avenue;;H1Z 4A7;H1Z;Saint-Michel;Villeray/Saint-Michel/Parc-Extension;8231-8233
1920;23387329;870000;7340-7344 Rue de l'Élysée;rue;;H1S 2W8;H1S;;Saint-Léonard;7340-7344
1921;28720153;849000;2725-2727 Boul. Keller;boulevard;;H4K 1L8;H4K;;Saint-Laurent;2725-2727
1922;25446518;300000;4040-4042 Rue Ste-Catherine E.;rue;;H1W 2G8;H1W;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;4040-4042
1923;24935861;649500;6617-6619 Av. De Gaspé;avenue;;H7V 2V3;H7V;Petite Italie;Rosemont/La Petite-Patrie;6617-6619
1924;13620948;549000;2097-2099 Av. Belgrave;avenue;;H4A 2L6;H4A;;N.D.G.;2097-2099
1617;12755276;74900;3 Rue des Chênes;rue;;J3T 1R1;J3T;;Nicolet;3
1620;16266253;169000;163 Ch. St-François E.;chemin;;G0R 3A0;G0R;;Saint-François-de-la-Rivière-du-Sud;163
1621;10174617;349000;494 Rue Bonaparte;rue;;J5Z 4K5;J5Z;Le Gardeur;Repentigny;494
1543;21783272;995000;1071 Ch. Dunant;chemin;;J0R 1B0;J0R;;Sainte-Anne-des-Lacs;1071
1544;15044406;184000;260 Boul. Industriel;boulevard;402;J3B 7X7;J3B;;Saint-Jean-sur-Richelieu;260
1604;22973744;1450;1643 Rue Couvrette;rue;;H4L 4T7;H4L;;Saint-Laurent;1643
1605;15061454;549000;12529 Rue Voltaire;rue;;H1C 2C2;H1C;;Rivière-des-Prairies;12529
1606;19094534;193000;3025 Rue Pierre-Thomas-Hurteau;rue;5;J3Y 8K6;J3Y;;Saint-Hubert;3025
1607;11434679;184900;9895 Boul. LaSalle;boulevard;1;H8R 2N9;H8R;;LaSalle;9895
1608;18726408;409000;467 Rue Rodin;rue;;J2G 8C6;J2G;;Granby;467
1609;25674534;150000;2120 Rue de Lausanne;rue;;J0T 2N0;J0T;;Val-David;2120
1610;25894703;0;219 Ch. du Lac-de-l'Achigan;chemin;;J8A 2S3;J8A;;Saint-Hippolyte;219
1612;16224858;169900;2653 Av. Chauveau;avenue;;G2C 0G4;G2C;Des Châtels;La Haute-Saint-Charles;2653
1613;25092913;395000;237 Place de la Lisière;place;;J0R 1R7;J0R;;Saint-Sauveur;237
1615;12690118;219500;576 20e Avenue;20e avenue;;J7Z 3X2;J7Z;Saint-Antoine;Saint-Jérôme;576
1578;20138464;499900;4100 Rue Aubert;rue;;H7R 0B3;H7R;Laval;Fabreville;4100
1616;13489691;119000;5 13e Avenue S.;13e avenue;;J0L 2H0;J0L;;Saint-Mathieu;5
1495;22433794;399000;4270 Av. Papineau;avenue;103;H2H 1S9;H2H;;Plateau Mont-Royal;4270
1611;24793919;144900;166 Rue St-Jean;rue;;J0X 3B0;J0X;;Thurso;166
1614;22723563;164900;147 Rue Chartrand;rue;;J0X 3B0;J0X;;Thurso;147
1576;13980824;269000;21 Rue Leclerc;rue;;G0A 1L0;G0A;;Cap-Santé;21
1912;26085339;1175000;8610-8616 Boul. Viau;boulevard;;H1R 2T7;H1R;;Saint-Léonard;8610-8616
1574;28305513;174900;Ch. Cauchon;cauchon;;G0A 4J0;G0A;;Saint-Tite-des-Caps;Ch.
1911;13557660;468800;551-551A Rue Cherrier;rue;;H9E 1H4;H9E;L'Île-Bizard;L'Île-Bizard/Sainte-Geneviève;551-551A
1545;27423214;1599000;7704 Route Marie-Victorin;route;;J0L 1C0;J0L;;Contrecoeur;7704
1575;14763170;394000;155 Rue Soucy;rue;;J5B 1B3;J5B;;Delson;155
1494;26742664;559000;62 Av. du Mont-St-Bruno;avenue;;J3E 2Z9;J3E;;Sainte-Julie;62
1603;25755455;299000;2654 Rue Beaumouchel;rue;;J4M 2A7;J4M;;Longueuil;2654
1577;9561907;0;3380 Rue de Bavière;rue;;J4M 2Y9;J4M;;Longueuil;3380
1597;21843236;195000;324 Rue du Golf;rue;;J3H 6E2;J3H;;Mont-Saint-Hilaire;324
1624;14209402;373000;129 Rue des Bosquets;rue;;J5J 0H2;J5J;;Sainte-Sophie;129
1925;14806048;895000;2583 Rue Montgomery;rue;;H2K 2S3;H2K;Central;Ville-Marie;2583
1926;18964532;749000;93-97 Av. St-Charles;avenue;;H9S 3T6;H9S;;Dorval;93-97
1640;9941989;239900;217 Rue Jacques-Marquette;rue;;J7Y 4W2;J7Y;Lafontaine;Saint-Jérôme;217
1646;19172205;1446;1009 Av. Harvard;avenue;;H4A 2V6;H4A;;N.D.G.;1009
1582;15773300;2750;1188 Rue St-Antoine O.;rue;2903;H3C 1B4;H3C;Central;Ville-Marie;1188
1585;17378803;150000;80 Rue P.J.Lemoyne;rue;;J0P 1X0;J0P;;Saint-Polycarpe;80
1592;19742737;539900;462 Boul. de l'Île;boulevard;;J7W 0C6;J7W;;Pincourt;462
1598;25411568;795000;2530 Ch. Choinière;chemin;;J0E 1Z0;J0E;;Roxton Pond;2530
1599;19833012;514900;426 Rue Lakeview;rue;;J0P 1H0;J0P;;Hudson;426
1600;23568257;224000;118 Av. Jacques-Cartier;avenue;;J0H 1W0;J0H;;Saint-Pie;118
1601;23268154;1200;2250 Boul. Thimens;boulevard;106;H4R 2K4;H4R;;Saint-Laurent;2250
1563;20235198;330000;143 Rue De Tonnancour;rue;;J7V 9R1;J7V;;Vaudreuil-Dorion;143
1591;15329680;1250;5814 Rue des Tulipes;rue;;H1G 2A1;H1G;;Montréal-Nord;5814
1647;13777710;389000;7272 Rue Clark;rue;106;H2R 2Y3;H2R;Villeray;Villeray/Saint-Michel/Parc-Extension;7272
1648;15859258;830000;2626 Rue Workman;rue;;H3J 2S7;H3J;;Saint-Henri/Petite bourgogne;2626
1649;20401460;289500;2547 Rue Sicard;rue;201;H1V 2Y8;H1V;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;2547
1650;16913942;1188000;161 Av. Dresden;avenue;;H3P 3K1;H3P;;Mont-Royal;161
1651;25995093;599000;12150 Rue St-Évariste;rue;;H4J 2B7;H4J;Montréal;Ahuntsic-Cartierville;12150
1590;26451650;345000;1150 Rue des Francs-Bourgeois;rue;;J7H 0E4;J7H;;Boisbriand;1150
1594;16856212;495000;38 Rue du Louvre;rue;;J7B 1K9;J7B;;Blainville;38
1587;24379905;274900;258 Rue Théorêt;rue;;J7P 2N4;J7P;;Saint-Eustache;258
1622;14128391;539000;65 Place de l'Estuaire;place;;J6Z 4V2;J6Z;;Bois-des-Filion;65
1638;19650705;200000;495 Rue des Prairies;rue;;J0N 1H0;J0N;;Sainte-Anne-des-Plaines;495
2000;19150565;529000;734 Rue des Vignobles;rue;;J7A 4T4;J7A;;Rosemère;734
2001;10371347;232000;302 Mtée Gagnon;montée;C;J6Z 2X3;J6Z;;Bois-des-Filion;302
2004;26745358;1249000;28 Rue d'Apremont;rue;;J7C 0L9;J7C;;Blainville;28
1562;14791147;255000;8 Ch. du Trille;chemin;;J0X 3G0;J0X;;La Pêche;8
1631;16401760;50000;310 Ch. du Rapide-Faucher;chemin;;J0X 1W0;J0X;Northfield;Gracefield;310
1564;24483174;409000;260 Rue Mitchell;rue;;J6J 2G1;J6J;;Châteauguay;260
1583;22424361;339900;3755 Rue Bergerac;rue;;J4Z 2M4;J4Z;;Brossard;3755
1593;19075193;432000;7815 Rue de Bastogne;rue;;G2C 2G5;G2C;;Neufchâtel-Est/Lebourgneuf;7815
2003;22667407;669900;17 Rue de Roncolo;rue;;J7B 1Y7;J7B;;Blainville;17
2002;13372572;775000;23 Rue de Cheverny;rue;;J7B 1M7;J7B;;Blainville;23
1626;23777551;459000;211 Ch. des Anges;chemin;;G0X 1W0;G0X;;Notre-Dame-de-Montauban;211
1629;14744272;338000;172 Rue Auger;rue;;J6K 5J6;J6K;;Châteauguay;172
1643;21794153;289000;283 Rue Roy;rue;;J6N 3G4;J6N;;Beauharnois;283
1642;18458164;169000;368 Rue Champlain;rue;;J6T 1Y5;J6T;;Salaberry-de-Valleyfield;368
1635;16488964;2275000;365 Ch. des Patriotes;chemin;;J0H 2G0;J0H;;Saint-Charles-sur-Richelieu;365
1623;18650021;679000;2324 Rue du Bordelais;rue;;J7T 3L9;J7T;;Saint-Lazare;2324
1625;12305732;195000;6605 Ch. de Chambly;chemin;202;J3Y 3R6;J3Y;;Saint-Hubert;6605
1639;14543413;1000000;15 Carré Barrière;carré;;J0J 1L0;J0J;;Saint-Cyprien-de-Napierville;15
1636;21204268;217000;48 Av. Stanley;avenue;;H1N 2S4;H1N;;Saint-Armand;48
1634;27787367;539000;2666 Rue de Villandry;rue;;J3E 2R1;J3E;;Sainte-Julie;2666
1652;19750211;499900;10755 Rue Chambord;rue;;H2C 2R9;H2C;Montréal;Ahuntsic-Cartierville;10755
1653;24735873;182000;6867 Rue Beaubien E.;rue;3;H1M 3B2;H1M;Nouveau-Rosemont;Mercier/Hochelaga-Maisonneuve;6867
1654;14571739;1695000;1509 Rue Sherbrooke O.;rue;77;H3G 1M1;H3G;Mille Carré Doré;Ville-Marie;1509
1656;28837883;279000;8778 Av. André-Grasset;avenue;;H2M 2L4;H2M;Montréal;Ahuntsic-Cartierville;8778
1657;9777731;925000;4095 Av. Marcil;avenue;;H4A 2Z7;H4A;;N.D.G.;4095
1658;16143109;289900;7155 Av. M-B-Jodoin;avenue;406;H1J 3C2;H1J;;Anjou;7155
1659;14137492;379000;1188 Rue St-Antoine O.;rue;614;H3C 1B4;H3C;Central;Ville-Marie;1188
1660;10477120;1150000;5992 Av. des Érables;avenue;;H2G 2M5;H2G;La Petite-Patrie;Rosemont/La Petite-Patrie;5992
1661;22706377;459000;6800 Av. MacDonald;avenue;910;H3X 3Z2;H3X;;Côte-Saint-Luc;6800
1662;9047323;289000;3440 Rue Provost;rue;201;H8T 3J6;H8T;;Lachine;3440
1663;11355841;639000;7000 Rue Allard;rue;257;H8N 1Y7;H8N;;LaSalle;7000
1664;23082753;549000;2500 Ch. Bates;chemin;204;H3S 1A6;H3S;;Côte-des-Neiges;2500
1665;13403392;275000;16699 Boul. de Pierrefonds;boulevard;401;H9H 5L8;H9H;;Pierrefonds;16699
1666;14145928;249000;2310 Rue Marcelle-Ferron;rue;101;H1L 4J6;H1L;Mercier;Mercier/Hochelaga-Maisonneuve;2310
1667;25827473;715000;14 Rue Cavalier;rue;;H9J 1M5;H9J;;Kirkland;14
1668;25792975;630000;7952 Rue Rousselot;rue;;H2E 1Z4;H2E;Villeray;Villeray/Saint-Michel/Parc-Extension;7952
1669;11844917;949999;1288 Av. des Canadiens-de-Montréal;avenue;5001;H3B 3B3;H3B;Centre-Ouest;Ville-Marie;1288
1670;22906015;389000;5445 Rue de Meudon;rue;804;H1S 0B8;H1S;;Saint-Léonard;5445
1671;12266704;299000;6280 Rue Bélanger;rue;2;H1T 1H1;H1T;;Saint-Léonard;6280
1672;25217603;339000;758 Rue de Lorraine;rue;;H1B 3E4;H1B;;Pointe-aux-Trembles;758
1673;11085138;598000;2435 Av. Alfred-Laliberté;avenue;;H3M 1Y1;H3M;Montréal;Ahuntsic-Cartierville;2435
1674;27124618;1479000;10290 Rue Jeanne-Mance;rue;;H3L 3B8;H3L;Montréal;Ahuntsic-Cartierville;10290
1675;13089835;599900;8486 Rue George;rue;;H8P 1G3;H8P;;LaSalle;8486
1676;11096220;249900;3340 Ch. de la Côte-Ste-Catherine;chemin;3;H3T 1C6;H3T;;Côte-des-Neiges;3340
1677;19938349;160000;9910 Boul. Gouin E.;boulevard;304;H1C 2H2;H1C;;Rivière-des-Prairies;9910
1678;20989857;205000;14419 Rue Jolicoeur;rue;104;H9H 5M5;H9H;;Pierrefonds;14419
1679;25140517;299000;8679 Rue Tiffin;rue;;H1K 2E2;H1K;Mercier;Mercier/Hochelaga-Maisonneuve;8679
1680;11300498;250000;573 Rue De Contrecoeur;rue;;H1L 3Y7;H1L;Mercier;Mercier/Hochelaga-Maisonneuve;573
1681;22262083;595000;11645 Rue Tanguay;rue;;H3L 3H2;H3L;Montréal;Ahuntsic-Cartierville;11645
1682;13431015;319000;3300 Boul. Cavendish;boulevard;412;H4B 2M8;H4B;;N.D.G.;3300
1683;20202822;595000;5759 Rue Waverly;rue;;H2T 2Y2;H2T;;Plateau Mont-Royal;5759
1558;28246415;239000;7275 Av. de Beaufort;avenue;103;H1M 3X5;H1M;;Anjou;7275
1595;24887182;3390303;Lakeshore drive;drive;;H9S 1X8;H9S;;Dorval;Lakeshore
1687;15358528;389000;278 Rue Leber;rue;;J5A 1Z7;J5A;;Saint-Constant;278
1688;10117391;209000;280 Rue du Bord-de-l'Eau O.;rue;101;J4Y 3Y8;J4Y;;Longueuil;280
1689;11995332;649000;1110 Rue Pierre-Mercure;rue;;J4B 0H4;J4B;;Boucherville;1110
1690;28991053;199900;1029 Rue Baker;rue;;J4V 3C2;J4V;;Greenfield Park;1029
1691;21380229;619900;140 Grand Boulevard O.;grand;;J3V 0L3;J3V;;Saint-Bruno-de-Montarville;140
1692;11818182;279000;1364 Rue de Niverville;rue;;J3L 0R6;J3L;;Chambly;1364
1693;18070059;349900;3047 Rue Lareau;rue;;J3L 0J3;J3L;;Carignan;3047
1694;10373771;124000;2214 Rue Séguin;rue;8;J4K 5A8;J4K;;Longueuil;2214
1698;24149814;359000;2530 Rue Bergères;rue;;J4M 1N1;J4M;;Longueuil;2530
1853;12087522;579000;164-166 Rue Smith;rue;;H8N 1T8;H8N;;LaSalle;164-166
1854;18307064;649900;11690-11694 Boul. Armand-Bombardier;boulevard;;H1E 3E6;H1E;;Rivière-des-Prairies;11690-11694
1855;20711339;499900;9605 Rue Ste-Claire;rue;;H1L 2A8;H1L;Mercier;Mercier/Hochelaga-Maisonneuve;9605
1857;16252830;725000;4410-4412 Boul. des Grandes-Prairies;boulevard;;H1R 1A1;H1R;;Saint-Léonard;4410-4412
340;15513818;665000;150 Rue Guillaume-Barrette;rue;;J5R 6L7;J5R;;La Prairie;150
1727;22664392;875000;1012 Rue Émile-Nelligan;rue;;J4B 2L4;J4B;;Boucherville;1012
1728;22373560;187700;800 Ch. Duplessis;chemin;;J1E 3G1;J1E;Sherbrooke;Fleurimont;800
1729;18428485;329000;181 Rue Lodge;rue;;J0A 1A0;J0A;Shipton;Danville;181
1730;12725551;1100000;5270 Rue Rodin;rue;;J1N 0B1;J1N;;Rock Forest;5270
1731;27521965;299999;585 Ch. Tiffin;chemin;105;J4P 0A3;J4P;;Saint-Lambert;585
643;12278844;289000;4355 Rue Harding;rue;;J3Y 2K5;J3Y;;Saint-Hubert;4355
1856;13415885;839988;4885-4889 Rue Eymard;rue;;H1S 1C6;H1S;;Saint-Léonard;4885-4889
1859;20023809;779000;4990-4996 Rue La Fontaine;rue;;H1V 1R8;H1V;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;4990-4996
1860;20846573;525000;10826-10830 Av. Lausanne;avenue;;H1H 5B7;H1H;;Montréal-Nord;10826-10830
1700;16100678;774000;936 Crois. Raphael;croissant;;J4X 2E3;J4X;;Brossard;936
1699;19643006;189500;350 Place Trianon;place;104;J4W 3K1;J4W;;Brossard;350
1428;15016522;269000;9 Rue des Lilas;rue;;J6R 0B7;J6R;Rive-Sud;Mercier;9
1701;27111169;153000;24 Rue de la Couturière;rue;;J6N 1R5;J6N;;Maple Grove;24
1702;20268594;289000;44 Crois. Desautels;croissant;;J0H 2G0;J0H;;Saint-Charles-sur-Richelieu;44
1430;20623562;375000;506 Ch. Trudeau;chemin;;J3G 0E2;J3G;;Saint-Mathieu-de-Beloeil;506
1703;16180839;879000;935 Rue Boissy;rue;;J4R 1K1;J4R;;Saint-Lambert;935
1431;22831466;349900;4165A Rue Redmond;rue;;J3Y 2B8;J3Y;;Saint-Hubert;4165A
1432;12663221;369900;4165 Rue Redmond;rue;;J3Y 2B8;J3Y;;Saint-Hubert;4165
1704;26811511;389900;8352 Boul. Kimber;boulevard;;J3Y 7K3;J3Y;;Saint-Hubert;8352
1705;9981711;339000;5720 Rue Alfred-Pellan;rue;;J5C 1E4;J5C;;Sainte-Catherine;5720
1695;10244212;284900;64 Rue Poupart;rue;;J0L 2A0;J0L;;Saint-Isidore;64
1697;9931745;329900;5735 Tsse Sirois;terrasse;;J3Y 6R9;J3Y;;Saint-Hubert;5735
1696;25957087;154900;6090 Rue Lise-Charbonneau;rue;101;J3Y 8M9;J3Y;;Saint-Hubert;6090
1861;25288987;519000;10195-10197 Av. Larose;avenue;;H2B 2Y8;H2B;Montréal;Ahuntsic-Cartierville;10195-10197
1864;23187084;919800;71-79 Rue Troy;rue;;H4G 3C6;H4G;;Verdun;71-79
1867;13294560;399000;5065-5069 Rue Desmarteau;rue;;H1K 2N6;H1K;Mercier;Mercier/Hochelaga-Maisonneuve;5065-5069
1866;10553987;769000;8770-8780 Rue Hochelaga;rue;;H1L 2M9;H1L;Mercier;Mercier/Hochelaga-Maisonneuve;8770-8780
1869;21894486;1599900;3545-3547 Rue Bélanger;rue;;H1X 1A8;H1X;Saint-Michel;Villeray/Saint-Michel/Parc-Extension;3545-3547
1870;17976311;799000;736-738 Rue Jarry E.;rue;;H2P 1V9;H2P;Villeray;Villeray/Saint-Michel/Parc-Extension;736-738
1873;16473549;799000;Av. Mousseau;mousseau;;H1K 2W1;H1K;;Anjou;Av.
1890;22941059;1188000;6383-6389 Rue Chatelain;rue;;H1T 3W5;H1T;Nouveau-Rosemont;Rosemont/La Petite-Patrie;6383-6389
1760;18701078;416000;355 Rue Van Horne;rue;;J3V 1Y5;J3V;;Saint-Bruno-de-Montarville;355
1761;12377326;519000;937 Rue Pelletier;rue;;J3V 3X5;J3V;;Saint-Bruno-de-Montarville;937
1736;20154380;1988888;11 Rue de Turin;rue;;J5R 0L4;J5R;;Candiac;11
1737;12612532;588000;5770 Boul. Plamondon;boulevard;;J4W 1H5;J4W;;Brossard;5770
1738;16052926;439000;4500 Rue de Lombardie;rue;3;J4Y 0J7;J4Y;;Brossard;4500
1739;24137889;339900;2105 Rue du Parc;rue;;J3X 1G5;J3X;;Varennes;2105
1740;11453060;269000;645 Rue des Lilas;rue;;J3H 3Z2;J3H;;Mont-Saint-Hilaire;645
1741;13138053;189900;6905 Ch. de Chambly;chemin;102;J3Y 3R6;J3Y;;Saint-Hubert;6905
1742;18364882;259900;369 Rue Maisonneuve;rue;;J3Y 7Y7;J3Y;;Saint-Hubert;369
1743;27992579;324000;2411 Rue Dollard;rue;;J4L 2P4;J4L;;Longueuil;2411
397;16792244;249900;722 Rue Riverin;rue;;J4L 3E4;J4L;;Longueuil;722
386;16363289;319900;480 Rue Charles-Péguy E.;rue;;J5R 3G1;J5R;;La Prairie;480
391;11578890;379000;812Z Rue François-Gravé;rue;;J4B 8L2;J4B;;Boucherville;812Z
1706;17509273;329000;5305 Rue Rivard;rue;;J5C 1H3;J5C;;Sainte-Catherine;5305
1762;14090077;189900;814 Rue des Marquises;rue;;J3G 6V2;J3G;;Beloeil;814
1763;18335938;339000;2685 Rue d'Oxford;rue;;J4L 2M5;J4L;;Longueuil;2685
2008;22314414;249900;6650 Rue Florence;rue;;J7M 1H2;J7M;;La Plaine;6650
2011;11840752;222499;615 Boul. Lucille-Teasdale;boulevard;;J6V 0A7;J6V;;Lachenaie;615
2010;25400447;314900;469 Rue Marie-Goupil;rue;;J6V 1J9;J6V;;Lachenaie;469
2012;10356575;435000;7960 Boul. Arthur-Sauvé;boulevard;;H7R 3X9;H7R;;Laval-Ouest;7960
2005;23389134;329900;2825 Av. du Cosmodôme;avenue;1102;H7T 0N3;H7T;Laval;Chomedey;2825
2007;16942315;209500;43 Prom. des Îles;promenade;8;H7W 5J6;H7W;Laval;Chomedey;43
1764;13712537;329900;133 Rue De Maricourt;rue;;J6K 4Z2;J6K;;Châteauguay;133
1754;12290876;289000;3295 Mtée St-Hubert;montée;;J3Y 4J4;J3Y;;Saint-Hubert;3295
1755;20572628;314900;22 Rue Meloche;rue;;J5A 1R7;J5A;;Saint-Constant;22
1757;19278005;319000;924 Rue Brissette;rue;;J3E 2B1;J3E;;Sainte-Julie;924
1744;18054619;535000;577 Rue des Alouettes;rue;;J4G 2N2;J4G;;Longueuil;577
1745;15186416;525000;8270 Av. Oregon;avenue;;J4Y 2J7;J4Y;;Brossard;8270
1746;18162093;439000;285-287 Rue René-Philippe;rue;;J4R 2K2;J4R;;LeMoyne;285-287
1751;19154676;379000;1280 Ch. Rouillard;chemin;;J3H 0J9;J3H;;Mont-Saint-Hilaire;1280
1752;11570183;899900;615 Ch. de la Montagne;chemin;;J3G 4S6;J3G;;Mont-Saint-Hilaire;615
1753;17734048;1425000;937 Rue Boissy;rue;;J4R 1K1;J4R;;Saint-Lambert;937
1879;25950124;994800;539-547 Rue Vimont;rue;;H1V 3K7;H1V;Hochelaga-Maisonneuve;Mercier/Hochelaga-Maisonneuve;539-547
1880;28273106;559000;65-67 Av. Dubé;avenue;;H1B 4W9;H1B;;Montréal-Est;65-67
1881;9813523;1225000;3485-3487 Rue Frontenac;rue;;H2K 3A4;H2K;;Plateau Mont-Royal;3485-3487
1882;10884361;449000;788-788B 5e Avenue;5e avenue;;H8S 2W4;H8S;;Lachine;788-788B
1883;18851152;649900;11710-11714 Boul. Armand-Bombardier;boulevard;;H1E 3E6;H1E;;Rivière-des-Prairies;11710-11714
1884;10750624;550000;2160-2166 Rue Lepailleur;rue;;H1L 6E7;H1L;Mercier;Mercier/Hochelaga-Maisonneuve;2160-2166
1888;19280679;549000;5683-5685 13e Avenue;13e avenue;;H1X 2Y3;H1X;Vieux-Rosemont;Rosemont/La Petite-Patrie;5683-5685
1889;11151391;998000;6380-6384 Boul. St-Michel;boulevard;;H1Y 2E7;H1Y;Rosemont Nord;Rosemont/La Petite-Patrie;6380-6384
1892;12471040;1095000;2228Z-2230Z Rue Augier;rue;;H2G 1E9;H2G;La Petite-Patrie;Rosemont/La Petite-Patrie;2228Z-2230Z
1707;17978122;169900;1590 Boul. du Millénaire;boulevard;;J3N 1X3;J3N;;Saint-Basile-le-Grand;1590
1708;27928809;329900;910 Rue Albert-Lozeau;rue;;J3E 1P5;J3E;;Sainte-Julie;910
1709;9538973;315000;1405 Rue Duvernay;rue;;J3L 6G3;J3L;;Chambly;1405
1711;19937905;309000;Ch. Ste-Thérèse;ste-thérèse;;J3L 2B3;J3L;;Carignan;Ch.
1710;25260843;309900;Ch. Ste-Thérèse;ste-thérèse;;J3L 2B3;J3L;;Carignan;Ch.
1712;10873633;399000;521 Rue Le Corbusier;rue;;J3G 3P1;J3G;;Beloeil;521
1713;11841532;429000;1150 Rue Boucher;rue;;J4M 1H4;J4M;;Longueuil;1150
1715;23470506;979000;2031 Rue Marc-Aurèle-Fortin;rue;;J4N 1P6;J4N;;Longueuil;2031
1714;17771615;564800;556 Rue Wolfe;rue;;J4J 2E2;J4J;;Longueuil;556
1716;22076154;199000;62 Boul. St-Francis;boulevard;;J6J 1Y5;J6J;;Châteauguay;62
1717;28886401;698000;25 Av. des Acacias;avenue;;J5R 3K8;J5R;;Candiac;25
1718;26364579;219000;529 Rue Salaberry;rue;;J6N 2E2;J6N;;Beauharnois;529
1719;20779776;774000;1675 Av. Stravinski;avenue;;J4X 2J3;J4X;;Brossard;1675
1721;13331591;956730;Av. Orient;orient;;J4Y 2M2;J4Y;;Brossard;Av.
1722;9944796;489000;575 Ch. des Prairies;chemin;;J4X 1E6;J4X;;Brossard;575
1720;22006287;498000;7245 Place Marquette;place;;J4Y 1S3;J4Y;;Brossard;7245
1723;18530172;179999;26 Rue Dumouchel;rue;1;J6R 0A5;J6R;Rive-Sud;Mercier;26
1724;18393648;248000;546 Rue Magloire-Laflamme;rue;;J3H 0B9;J3H;;Mont-Saint-Hilaire;546
1725;20492231;329000;4506 Rue Shirley;rue;;J3Y 3V2;J3Y;;Saint-Hubert;4506
1726;15774240;529000;3856-3858 Rue des Pâquerettes;rue;;J3Y 9A2;J3Y;;Saint-Hubert;3856-3858
1927;28126126;348900;2727 Rue St-Patrick;rue;318;H3K 1B9;H3K;;Pointe-Saint-Charles;2727
1928;15974299;294900;14609 Rue Thérèse-Giroux;rue;;H1A 5M9;H1A;;Pointe-aux-Trembles;14609
1929;28657627;1075000;225 Av. Wolseley N.;avenue;;H4X 1W1;H4X;;Montréal-Ouest;225
1930;18330981;214900;10011 Boul. Pie-IX;boulevard;308;H1H 0A8;H1H;;Montréal-Nord;10011
1931;27571583;168000;10011 Boul. Pie-IX;boulevard;509;H1H 0A8;H1H;;Montréal-Nord;10011
1932;25032621;639000;9420 Av. André-Grasset;avenue;;H2M 2B5;H2M;Montréal;Ahuntsic-Cartierville;9420
